Year,Category,Nominee,Additional Info,Won
2008,Film Editing,Into the Wild,NONE,No
2008,Film Editing,No Country for Old Men,NONE,No
2008,Film Editing,The Bourne Ultimatum,NONE,Yes
2008,Film Editing,The Diving BelLAnd the Butterfly,NONE,No
2008,Film Editing,There Will Be Blood,NONE,No
2008,Foreign Language Film,12,NONE,No
2008,Foreign Language Film,Beaufort,NONE,No
2008,Foreign Language Film,Katyn,NONE,No
2008,Foreign Language Film,Mongol,NONE,No
2008,Foreign Language Film,The Counterfeiters,NONE,Yes
2008,Production Design,American Gangster,NONE,No
2008,Production Design,Atonement,NONE,No
2008,Production Design,Sweeney Todd The Demon Barber of Fleet Street,NONE,Yes
2008,Production Design,The Golden Compass,NONE,No
2008,Production Design,There Will Be Blood,NONE,No
2008,Score,3 10 to Yuma,NONE,No
2008,Score,Atonement,NONE,Yes
2008,Score,Michael Clayton,NONE,No
2008,Score,Ratatouille,NONE,No
2008,Score,The Kite Runner,NONE,No
2008,Screenplay - Adapted,Atonement,NONE,No
2008,Screenplay - Adapted,Away from Her,NONE,No
2008,Screenplay - Adapted,No Country for Old Men,NONE,Yes
2008,Screenplay - Adapted,The Diving BelLAnd the Butterfly,NONE,No
2008,Screenplay - Adapted,There Will Be Blood,NONE,No
2008,Screenplay - Original,Juno,NONE,Yes
2008,Screenplay - Original,Lars and the Real Girl,NONE,No
2008,Screenplay - Original,Michael Clayton,NONE,No
2008,Screenplay - Original,Ratatouille,NONE,No
2008,Screenplay - Original,The Savages,NONE,No
2008,Song,Falling Slowly,Once,Yes
2008,Song,Hammy Working Song,Enchanted,No
2008,Song,Raise It Up,August Rush,No
2008,Song,So Close,Enchanted,No
2008,Song,That's How You Know,Enchanted,No
2008,Visual Effects,Pirates of the Caribbean At World's End,NONE,No
2008,Visual Effects,The Golden Compass,NONE,Yes
2008,Visual Effects,Transformers,NONE,No
2008,Z Filler Data,Z Filler Data,NONE,No
2009,AA Filler Data,AA Filler Data,NONE,No
2009,Actor - Leading Role,Brad Pitt,The Curious Case of Benjamin Button,No
2009,Actor - Leading Role,Frank Langella,Frost/Nixon,No
2009,Actor - Leading Role,Mickey Rourke,The Wrestler,No
2009,Actor - Leading Role,Richard Jenkins,The Visitor,No
2009,Actor - Leading Role,Sean Penn,Milk,Yes
2009,Actor - Supporting Role,Heath Ledger,The Dark Knight,Yes
2009,Actor - Supporting Role,Josh Brolin,Milk,No
2009,Actor - Supporting Role,Michael Shannon,Revolutionary Road,No
2009,Actor - Supporting Role,Phillip Seymour Hoffman,Doubt,No
2009,Actor - Supporting Role,Robert Downey Jr,Tropic Thunder,No
2009,Actress - Leading Role,Angelina Jolie,Changeling,No
2009,Actress - Leading Role,Anne Hathaway,Rachel Getting Married,No
2009,Actress - Leading Role,Kate Winslet,The Reader,Yes
2009,Actress - Leading Role,Melissa Leo,Frozen River,No
2009,Actress - Leading Role,Meryl Streep,Doubt,No
2009,Actress - Supporting Role,Amy Adams,Doubt,No
2009,Actress - Supporting Role,Marisa Tomei,The Wrestler,No
2009,Actress - Supporting Role,Penelope Cruz,Vicky Cristina Barcelona,Yes
2009,Actress - Supporting Role,Taraji P Henson,The Curious Case of Benjamin Button,No
2009,Actress - Supporting Role,Viola Davis,Doubt,No
2009,Animated Feature,Bolt,NONE,No
2009,Animated Feature,Kung Fu Panda,NONE,No
2009,Animated Feature,WALL E,NONE,Yes
2009,Best Picture,Frost/Nixon,NONE,No
2009,Best Picture,Milk,NONE,No
2009,Best Picture,Slumdog Millionaire,NONE,Yes
2009,Best Picture,The Curious Case of Benjamin Button,NONE,No
2009,Best Picture,The Reader,NONE,No
2009,Cinematography,Changeling,NONE,No
2009,Cinematography,Slumdog Millionaire,NONE,Yes
2009,Cinematography,The Curious Case of Benjamin Button,NONE,No
2009,Cinematography,The Dark Knight,NONE,No
2009,Cinematography,The Reader,NONE,No
2009,Costume Design,Australia,NONE,No
2009,Costume Design,Milk,NONE,No
2009,Costume Design,Revolutionary Road,NONE,No
2009,Costume Design,The Curious Case of Benjamin Button,NONE,No
2009,Costume Design,The Duchess,NONE,Yes
2009,Director,Frost/Nixon,NONE,No
2009,Director,Milk,NONE,No
2009,Director,Slumdog Millionaire,NONE,Yes
2009,Director,The Curious Case of Benjamin Button,NONE,No
2009,Director,The Reader,NONE,No
2009,Documentary,Encounters at the End of the World,NONE,No
2009,Documentary,Man on Wire,NONE,Yes
2009,Documentary,Smile Pinki,NONE,No
2009,Documentary,The Betrayal,NONE,No
2009,Documentary,The Conscience of Nhem En,NONE,No
2009,Documentary,The Final Inch,NONE,No
2009,Documentary,The Garden,NONE,No
2009,Documentary,The Witness From the Balcony of Room 306,NONE,No
2009,Documentary,Trouble the Water,NONE,No
2009,Film Editing,Frost/Nixon,NONE,No
2009,Film Editing,Milk,NONE,No
2009,Film Editing,Slumdog Millionaire,NONE,Yes
2009,Film Editing,The Curious Case of Benjamin Button,NONE,No
2009,Film Editing,The Dark Knight,NONE,No
2009,Foreign Language Film,Departures,NONE,Yes
2009,Foreign Language Film,Revanche,NONE,No
2009,Foreign Language Film,The Baader Meinhof Complex,NONE,No
2009,Foreign Language Film,The Class,NONE,No
2009,Foreign Language Film,Waltz with Bashir,NONE,No
2009,Production Design,Changeling,NONE,No
2009,Production Design,Revolutionary Road,NONE,No
2009,Production Design,The Curious Case of Benjamin Button,NONE,Yes
2009,Production Design,The Dark Knight,NONE,No
2009,Production Design,The Duchess,NONE,No
2009,Score,Defiance,NONE,No
2009,Score,Milk,NONE,No
2009,Score,Slumdog Millionaire,NONE,Yes
2009,Score,The Curious Case of Benjamin Button,NONE,No
2009,Score,WALL E,NONE,No
2009,Screenplay - Adapted,Doubt,NONE,No
2009,Screenplay - Adapted,Frost/Nixon,NONE,No
2009,Screenplay - Adapted,Slumdog Millionaire,NONE,Yes
2009,Screenplay - Adapted,The Curious Case of Benjamin Button,NONE,No
2009,Screenplay - Adapted,The Reader,NONE,No
2009,Screenplay - Original,Frozen River,NONE,No
2009,Screenplay - Original,Happy Go Lucky,NONE,No
2009,Screenplay - Original,In Bruges,NONE,No
2009,Screenplay - Original,Milk,NONE,Yes
2009,Screenplay - Original,WALL E,NONE,No
2009,Song,Down to Earth,WALL E,No
2009,Song,Jai Ho,Slumdog Millionaire,Yes
2009,Song,O Saya,Slumdog Millionaire,No
2009,Visual Effects,Iron Man,NONE,No
2009,Visual Effects,The Curious Case of Benjamin Button,NONE,Yes
2009,Visual Effects,The Dark Knight,NONE,No
2009,Z Filler Data,Z Filler Data,NONE,No
2010,AA Filler Data,AA Filler Data,NONE,No
2010,Actor - Leading Role,Colin Firth,A Single Man,No
2010,Actor - Leading Role,George Clooney,Up in the Air,No
2010,Actor - Leading Role,Jeff Bridges,Crazy Heart,Yes
2010,Actor - Leading Role,Jeremy Renner,The Hurt Locker,No
2010,Actor - Leading Role,Morgan Freeman,Invictus,No
2010,Actor - Supporting Role,Christoph Waltz,Inglourious Basterds,Yes
2010,Actor - Supporting Role,Christopher Plummer,The Last Station,No
2010,Actor - Supporting Role,Matt Damon,Invictus,No
2010,Actor - Supporting Role,Stanley Tucci,The Lovely Bones,No
2010,Actor - Supporting Role,Woody Harrelson,The Messenger,No
2010,Actress - Leading Role,Carey Mulligan,An Education,No
2010,Actress - Leading Role,Gabourey Sidibe,Precious Based on the Novel 'Push' by Sapphire,No
2010,Actress - Leading Role,Helen Mirren,The Last Station,No
2010,Actress - Leading Role,Meryl Streep,Julie Julia,No
2010,Actress - Leading Role,Sandra Bullock,The Blind Side,Yes
2010,Actress - Supporting Role,Anna Kendrick,Up in the Air,No
2010,Actress - Supporting Role,Maggie Gyllenhaal,Crazy Heart,No
2010,Actress - Supporting Role,Mo'Nique,Precious Based on the Novel 'Push' by Sapphire,Yes
2010,Actress - Supporting Role,Penelope Cruz,Nine,No
2010,Actress - Supporting Role,Vera Farmiga,Up in the Air,No
2010,Animated Feature,Coraline,NONE,No
2010,Animated Feature,Fantastic Mr Fox,NONE,No
2010,Animated Feature,The Princess and the Frog,NONE,No
2010,Animated Feature,The Secret of Kells,NONE,No
2010,Animated Feature,Up,NONE,Yes
2010,Best Picture,A Serious Man,NONE,No
2010,Best Picture,An Education,NONE,No
2010,Best Picture,Avatar,NONE,No
2010,Best Picture,District 9,NONE,No
2010,Best Picture,Inglourious Basterds,NONE,No
2010,Best Picture,Precious Based on the Novel 'Push' by Sapphire,NONE,No
2010,Best Picture,The Blind Side,NONE,No
2010,Best Picture,The Hurt Locker,NONE,Yes
2010,Best Picture,Up,NONE,No
2010,Best Picture,Up in the Air,NONE,No
2010,Cinematography,Avatar,NONE,Yes
2010,Cinematography,Harry Potter and the Half Blood Prince,NONE,No
2010,Cinematography,Inglourious Basterds,NONE,No
2010,Cinematography,The Hurt Locker,NONE,No
2010,Cinematography,The White Ribbon,NONE,No
2010,Costume Design,Bright Star,NONE,No
2010,Costume Design,Coco before Chanel,NONE,No
2010,Costume Design,Nine,NONE,No
2010,Costume Design,The Imaginarium of Doctor Parnassus,NONE,No
2010,Costume Design,The Young Victoria,NONE,Yes
2010,Director,Avatar,NONE,No
2010,Director,Inglourious Basterds,NONE,No
2010,Director,Precious Based on the Novel 'Push' by Sapphire,NONE,No
2010,Director,The Hurt Locker,NONE,Yes
2010,Director,Up in the Air,NONE,No
2010,Documentary,Burma VJ,NONE,No
2010,Documentary,China's Unnatural Disaster The Tears of Sichuan Province,NONE,No
2010,Documentary,Food Inc,NONE,No
2010,Documentary,Rabbit la Berlin,NONE,No
2010,Documentary,Score by Prudence,NONE,No
2010,Documentary,The Cove,NONE,Yes
2010,Documentary,The Last Campaign of Governor Booth Gardner,NONE,No
2010,Documentary,The Last Truck Closing of a GM Plant,NONE,No
2010,Documentary,The Most Dangerous Man in America Daniel Ellsberg and the Pentagon Papers,NONE,No
2010,Documentary,Which Way Home,NONE,No
2010,Film Editing,Avatar,NONE,No
2010,Film Editing,District 9,NONE,No
2010,Film Editing,Inglourious Basterds,NONE,No
2010,Film Editing,Precious Based on the Novel 'Push' by Sapphire,NONE,No
2010,Film Editing,The Hurt Locker,NONE,Yes
2010,Foreign Language Film,A Prophet,NONE,No
2010,Foreign Language Film,Ajami,NONE,No
2010,Foreign Language Film,The Milk of Sorrow,NONE,No
2010,Foreign Language Film,The Secret in Their Eyes,NONE,Yes
2010,Foreign Language Film,The White Ribbon,NONE,No
2010,Production Design,Avatar,NONE,Yes
2010,Production Design,Nine,NONE,No
2010,Production Design,Sherlock Holmes,NONE,No
2010,Production Design,The Imaginarium of Doctor Parnassus,NONE,No
2010,Production Design,The Young Victoria,NONE,No
2010,Score,Avatar,NONE,No
2010,Score,Fantastic Mr Fox,NONE,No
2010,Score,Sherlock Holmes,NONE,No
2010,Score,The Hurt Locker,NONE,No
2010,Score,Up,NONE,Yes
2010,Screenplay - Adapted,An Education,NONE,No
2010,Screenplay - Adapted,District 9,NONE,No
2010,Screenplay - Adapted,In the Loop,NONE,No
2010,Screenplay - Adapted,Precious Based on the Novel 'Push' by Sapphire,NONE,Yes
2010,Screenplay - Adapted,Up in the Air,NONE,No
2010,Screenplay - Original,A Serious Man,NONE,No
2010,Screenplay - Original,Inglourious Basterds,NONE,No
2010,Screenplay - Original,The Hurt Locker,NONE,Yes
2010,Screenplay - Original,The Messenger,NONE,No
2010,Screenplay - Original,Up,NONE,No
2010,Song,Almost There,The Princess and the Frog,No
2010,Song,Down in New Orleans,The Princess and the Frog,No
2010,Song,Loin de Paname,Paris 36,No
2010,Song,Take It All,Nine,No
2010,Song,The Weary Kind,Crazy Heart,Yes
2010,Visual Effects,Avatar,NONE,Yes
2010,Visual Effects,District 9,NONE,No
2010,Visual Effects,Star Trek,NONE,No
2010,Z Filler Data,Z Filler Data,NONE,No
2011,AA Filler Data,AA Filler Data,NONE,No
2011,Actor - Leading Role,Colin Firth,The King's Speech,Yes
2011,Actor - Leading Role,James Franco,127 Hours,No
2011,Actor - Leading Role,Javier Bardem,Biutiful,No
2011,Actor - Leading Role,Jeff Bridges,True Grit,No
2011,Actor - Leading Role,Jesse Eisenberg,The Social Network,No
2011,Actor - Supporting Role,Christian Bale,The Fighter,Yes
2011,Actor - Supporting Role,Geoffrey Rush,The King's Speech,No
2011,Actor - Supporting Role,Jeremy Renner,The Town,No
2011,Actor - Supporting Role,John Hawkes,Winter's Bone,No
2011,Actor - Supporting Role,Mark Ruffalo,The Kids Are All Right,No
2011,Actress - Leading Role,Annette Bening,The Kids Are All Right,No
2011,Actress - Leading Role,Jennifer Lawrence,Winter's Bone,No
2011,Actress - Leading Role,Michelle Williams,Blue Valentine,No
2011,Actress - Leading Role,Natalie Portman,Black Swan,Yes
2011,Actress - Leading Role,Nicole Kidman,Rabbit Hole,No
2011,Actress - Supporting Role,Amy Adams,The Fighter,No
2011,Actress - Supporting Role,Hailee Steinfeld,True Grit,No
2011,Actress - Supporting Role,Helena Bonham Carter,The King's Speech,No
2011,Actress - Supporting Role,Jacki Weaver,Animal Kingdom,No
2011,Actress - Supporting Role,Melissa Leo,The Fighter,Yes
2011,Animated Feature,How to Train Your Dragon,NONE,No
2011,Animated Feature,The Illusionist,NONE,No
2011,Animated Feature,Toy Story 3,NONE,Yes
2011,Best Picture,127 Hours,NONE,No
2011,Best Picture,Black Swan,NONE,No
2011,Best Picture,Inception,NONE,No
2011,Best Picture,The Fighter,NONE,No
2011,Best Picture,The Kids Are All Right,NONE,No
2011,Best Picture,The King's Speech,NONE,Yes
2011,Best Picture,The Social Network,NONE,No
2011,Best Picture,Toy Story 3,NONE,No
2011,Best Picture,True Grit,NONE,No
2011,Best Picture,Winter's Bone,NONE,No
2011,Cinematography,Black Swan,NONE,No
2011,Cinematography,Inception,NONE,Yes
2011,Cinematography,The King's Speech,NONE,No
2011,Cinematography,The Social Network,NONE,No
2011,Cinematography,True Grit,NONE,No
2011,Costume Design,Alice in Wonderland,NONE,Yes
2011,Costume Design,I Am Love,NONE,No
2011,Costume Design,The King's Speech,NONE,No
2011,Costume Design,The Tempest,NONE,No
2011,Costume Design,True Grit,NONE,No
2011,Director,Black Swan,NONE,No
2011,Director,The Fighter,NONE,No
2011,Director,The King's Speech,NONE,Yes
2011,Director,The Social Network,NONE,No
2011,Director,True Grit,NONE,No
2011,Documentary,Exit through the Gift Shop,NONE,No
2011,Documentary,Gasland,NONE,No
2011,Documentary,Inside Job,NONE,Yes
2011,Documentary,Killing in the Name,NONE,No
2011,Documentary,Poster Girl,NONE,No
2011,Documentary,Restrepo,NONE,No
2011,Documentary,Strangers No More,NONE,No
2011,Documentary,Sun Come Up,NONE,No
2011,Documentary,The Warriors of Qiugang,NONE,No
2011,Documentary,Waste Land,NONE,No
2011,Film Editing,127 Hours,NONE,No
2011,Film Editing,Black Swan,NONE,No
2011,Film Editing,The Fighter,NONE,No
2011,Film Editing,The King's Speech,NONE,No
2011,Film Editing,The Social Network,NONE,Yes
2011,Foreign Language Film,Biutiful,NONE,No
2011,Foreign Language Film,Dogtooth,NONE,No
2011,Foreign Language Film,In a Better World,NONE,Yes
2011,Foreign Language Film,Incendies,NONE,No
2011,Foreign Language Film,Outside the Law,NONE,No
2011,Production Design,Alice in Wonderland,NONE,Yes
2011,Production Design,Harry Potter and the Deathly Hallows Part 1,NONE,No
2011,Production Design,Inception,NONE,No
2011,Production Design,The King's Speech,NONE,No
2011,Production Design,True Grit,NONE,No
2011,Score,127 Hours,NONE,No
2011,Score,How to Train Your Dragon,NONE,No
2011,Score,Inception,NONE,No
2011,Score,The King's Speech,NONE,No
2011,Score,The Social Network,NONE,Yes
2011,Screenplay - Adapted,127 Hours,NONE,No
2011,Screenplay - Adapted,The Social Network,NONE,Yes
2011,Screenplay - Adapted,Toy Story 3,NONE,No
2011,Screenplay - Adapted,True Grit,NONE,No
2011,Screenplay - Adapted,Winter's Bone,NONE,No
2011,Screenplay - Original,Another Year,NONE,No
2011,Screenplay - Original,Inception,NONE,No
2011,Screenplay - Original,The Fighter,NONE,No
2011,Screenplay - Original,The Kids Are All Right,NONE,No
2011,Screenplay - Original,The King's Speech,NONE,Yes
2011,Song,Coming Home,Country Strong,No
2011,Song,I See the Light,Tangled,No
2011,Song,If I Rise,127 Hours,No
2011,Song,We Belong Together,Toy Story 3,Yes
2011,Visual Effects,Alice in Wonderland,NONE,No
2011,Visual Effects,Harry Potter and the Deathly Hallows Part 1,NONE,No
2011,Visual Effects,Hereafter,NONE,No
2011,Visual Effects,Inception,NONE,Yes
2011,Visual Effects,Iron Man 2,NONE,No
2011,Z Filler Data,Z Filler Data,NONE,No
2012,AA Filler Data,AA Filler Data,NONE,No
2012,Actor - Leading Role,Brad Pitt,Moneyball,No
2012,Actor - Leading Role,Demian Bichir,A Better Life,No
2012,Actor - Leading Role,Gary Oldman,Tinker Tailor Soldier Spy,No
2012,Actor - Leading Role,George Clooney,The Descendants,No
2012,Actor - Leading Role,Jean Dujardim,The Artist,Yes
2012,Actor - Supporting Role,Christopher Plummer,Beginners,Yes
2012,Actor - Supporting Role,Jonah Hill,Moneyball,No
2012,Actor - Supporting Role,Kenneth Branagh,My Week With Marilyn,No
2012,Actor - Supporting Role,Max von Sydow,Extremely Loud and Incredibly Close,No
2012,Actor - Supporting Role,Nick Nolte,Warrior,No
2012,Actress - Leading Role,Glenn Close,Albert Nobbs,No
2012,Actress - Leading Role,Meryl Streep,The Iron Lady,Yes
2012,Actress - Leading Role,Michelle Williams,My Week With Marilyn,No
2012,Actress - Leading Role,Rooney Mara,The Girl With the Dragon Tattoo,No
2012,Actress - Leading Role,Viola Davis,The Help,No
2012,Actress - Supporting Role,Berenice Bejo,The Artist,No
2012,Actress - Supporting Role,Janet McTeer,Albert Nobbs,No
2012,Actress - Supporting Role,Jessica Chastain,The Help,No
2012,Actress - Supporting Role,Melissa McCarthy,Bridesmaids,No
2012,Actress - Supporting Role,Octavia Spencer,The Help,Yes
2012,Animated Feature,A Cat in Paris,NONE,No
2012,Animated Feature,Chico and Rita,NONE,No
2012,Animated Feature,Kung Fu Panda 2,NONE,No
2012,Animated Feature,Puss in Boots,NONE,No
2012,Animated Feature,Rango,NONE,Yes
2012,Best Picture,Extremely Loud and Incredibly Close,NONE,No
2012,Best Picture,Hugo,NONE,No
2012,Best Picture,Midnight in Paris,NONE,No
2012,Best Picture,Moneyball,NONE,No
2012,Best Picture,The Artist,NONE,Yes
2012,Best Picture,The Descendants,NONE,No
2012,Best Picture,The Help,NONE,No
2012,Best Picture,The Tree of Life,NONE,No
2012,Best Picture,War Horse,NONE,No
2012,Cinematography,Hugo,NONE,Yes
2012,Cinematography,The Artist,NONE,No
2012,Cinematography,The Girl With the Dragon Tattoo,NONE,No
2012,Cinematography,The Tree of Life,NONE,No
2012,Cinematography,War Horse,NONE,No
2012,Costume Design,Anonymous,NONE,No
2012,Costume Design,Hugo,NONE,No
2012,Costume Design,Jane Eyre,NONE,No
2012,Costume Design,The Artist,NONE,Yes
2012,Costume Design,W E,NONE,No
2012,Director,Hugo,NONE,No
2012,Director,Midnight in Paris,NONE,No
2012,Director,The Artist,NONE,Yes
2012,Director,The Descendants,NONE,No
2012,Director,The Tree of Life,NONE,No
2012,Documentary,Hell And Back Again,NONE,No
2012,Documentary,If a Tree Falls A Story of the Earth Liberation Front,NONE,No
2012,Documentary,Paradise Lost 3 Purgatory,NONE,No
2012,Documentary,Pina,NONE,No
2012,Documentary,Undefeated,NONE,Yes
2012,Film Editing,Hugo,NONE,No
2012,Film Editing,Moneyball,NONE,No
2012,Film Editing,The Artist,NONE,No
2012,Film Editing,The Descendants,NONE,No
2012,Film Editing,The Girl With the Dragon Tattoo,NONE,Yes
2012,Foreign Language Film,A Separation,NONE,Yes
2012,Foreign Language Film,Bullhead,NONE,No
2012,Foreign Language Film,Footnote,NONE,No
2012,Foreign Language Film,In Darkness,NONE,No
2012,Foreign Language Film,Monsieur Lazhar,NONE,No
2012,Production Design,Harry Potter and the Deathly Hallows Part 2,NONE,No
2012,Production Design,Hugo,NONE,Yes
2012,Production Design,Midnight in Paris,NONE,No
2012,Production Design,The Artist,NONE,No
2012,Production Design,War Horse,NONE,No
2012,Score,Hugo,NONE,No
2012,Score,The Adventures of Tintin,NONE,No
2012,Score,The Artist,NONE,Yes
2012,Score,Tinker Tailor Soldier Spy,NONE,No
2012,Score,War Horse,NONE,No
2012,Screenplay - Adapted,Hugo,NONE,No
2012,Screenplay - Adapted,Moneyball,NONE,No
2012,Screenplay - Adapted,The Descendants,NONE,Yes
2012,Screenplay - Adapted,The Ides of March,NONE,No
2012,Screenplay - Adapted,Tinker Tailor Soldier Spy,NONE,No
2012,Screenplay - Original,A Separation,NONE,No
2012,Screenplay - Original,Bridesmaids,NONE,No
2012,Screenplay - Original,Margin Call,NONE,No
2012,Screenplay - Original,Midnight in Paris,NONE,Yes
2012,Screenplay - Original,The Artist,NONE,No
2012,Song,Man or Muppet,The Muppets,Yes
2012,Song,Real in Rio,Rio,No
2012,Visual Effects,Harry Potter and the Deathly Hallows Part 2,NONE,No
2012,Visual Effects,Hugo,NONE,Yes
2012,Visual Effects,Real Steel,NONE,No
2012,Visual Effects,Rise of the Planet of the Apes,NONE,No
2012,Visual Effects,Transformers Dark Side of the Moon,NONE,No
2012,Z Filler Data,Z Filler Data,NONE,No
2013,AA Filler Data,AA Filler Data,NONE,No
2013,Actor - Leading Role,Bradley Cooper,Silver Linings Playbook,No
2013,Actor - Leading Role,Daniel Day Lewis,Lincoln,Yes
2013,Actor - Leading Role,Denzel Washington,Flight,No
2013,Actor - Leading Role,Hugh Jackman,Les Miserables,No
2013,Actor - Leading Role,Joaquin Phoenix,The Master,No
2013,Actor - Supporting Role,Alan Arkin,Argo,No
2013,Actor - Supporting Role,Christoph Waltz,Django Unchained,Yes
2013,Actor - Supporting Role,Phillip Seymour Hoffman,The Master,No
2013,Actor - Supporting Role,Robert De Niro,Silver Linings Playbook,No
2013,Actor - Supporting Role,Tommy Lee Jones,Lincoln,No
2013,Actress - Leading Role,Emmanuelle Riva,Armour,No
2013,Actress - Leading Role,Jennifer Lawrence,Silver Linings Playbook,Yes
2013,Actress - Leading Role,Jessica Chastain,Zero Dark Thirty,No
2013,Actress - Leading Role,Naomi Watts,The Impossible,No
2013,Actress - Leading Role,Quvenzhane Wallis,Beasts of the Southern Wild,No
2013,Actress - Supporting Role,Amy Adams,The Master,Yes
2013,Actress - Supporting Role,Anne Hathaway,Les Miserables,No
2013,Actress - Supporting Role,Helen Hunt,The Sessions,No
2013,Actress - Supporting Role,Jacki Weaver,Silver Linings Playbook,No
2013,Actress - Supporting Role,Sally Field,Lincoln,No
2013,Animated Feature,Brave,NONE,Yes
2013,Animated Feature,Frankenweenie,NONE,No
2013,Animated Feature,ParaNorman,NONE,No
2013,Animated Feature,The Pirates Band of Misfits,NONE,No
2013,Animated Feature,Wreck It Ralph,NONE,No
2013,Best Picture,Argo,NONE,Yes
2013,Best Picture,Armour,NONE,No
2013,Best Picture,Beasts of the Southern Wild,NONE,No
2013,Best Picture,Django Unchained,NONE,No
2013,Best Picture,Les Miserables,NONE,No
2013,Best Picture,Life of Pi,NONE,No
2013,Best Picture,Lincoln,NONE,No
2013,Best Picture,Silver Linings Playbook,NONE,No
2013,Best Picture,Zero Dark Thirty,NONE,No
2013,Cinematography,Anna Karenina,NONE,No
2013,Cinematography,Django Unchained,NONE,No
2013,Cinematography,Life of Pi,NONE,Yes
2013,Cinematography,Lincoln,NONE,No
2013,Cinematography,Skyfall,NONE,No
2013,Costume Design,Anna Karenina,NONE,Yes
2013,Costume Design,Les Miserables,NONE,No
2013,Costume Design,Lincoln,NONE,No
2013,Costume Design,Mirror Mirror,NONE,No
2013,Costume Design,Snow White and the Huntsman,NONE,No
2013,Director,Armour,NONE,No
2013,Director,Beasts of the Southern Wild,NONE,No
2013,Director,Life of Pi,NONE,Yes
2013,Director,Lincoln,NONE,No
2013,Director,Silver Linings Playbook,NONE,No
2013,Documentary,5 Broken Cameras,NONE,No
2013,Documentary,How to Survive a Plague,NONE,No
2013,Documentary,Searching for Sugar Man,NONE,Yes
2013,Documentary,The Gatekeepers,NONE,No
2013,Documentary,The Invisible War,NONE,No
2013,Film Editing,Argo,NONE,Yes
2013,Film Editing,Life of Pi,NONE,No
2013,Film Editing,Lincoln,NONE,No
2013,Film Editing,Silver Linings Playbook,NONE,No
2013,Film Editing,Zero Dark Thirty,NONE,No
2013,Foreign Language Film,A Royal Affair,NONE,No
2013,Foreign Language Film,Armour,NONE,Yes
2013,Foreign Language Film,Kon Tiki,NONE,No
2013,Foreign Language Film,No,NONE,No
2013,Foreign Language Film,War Witch,NONE,No
2013,Production Design,Anna Karenina,NONE,No
2013,Production Design,Les Miserables,NONE,No
2013,Production Design,Life of Pi,NONE,No
2013,Production Design,Lincoln,NONE,Yes
2013,Production Design,The Hobbit An Unexpected Journey,NONE,No
2013,Score,Anna Karenina,NONE,No
2013,Score,Argo,NONE,No
2013,Score,Life of Pi,NONE,Yes
2013,Score,Lincoln,NONE,No
2013,Score,Skyfall,NONE,No
2013,Screenplay - Adapted,Argo,NONE,Yes
2013,Screenplay - Adapted,Beasts of the Southern Wild,NONE,No
2013,Screenplay - Adapted,Life of Pi,NONE,No
2013,Screenplay - Adapted,Lincoln,NONE,No
2013,Screenplay - Adapted,Silver Linings Playbook,NONE,No
2013,Screenplay - Original,Armour,NONE,No
2013,Screenplay - Original,Django Unchained,NONE,Yes
2013,Screenplay - Original,Flight,NONE,No
2013,Screenplay - Original,Moonrise Kingdom,NONE,No
2013,Screenplay - Original,Zero Dark Thirty,NONE,No
2013,Song,Before My Time,Chasing Ice,No
2013,Song,Everybody Needs a Best Friend,Ted,No
2013,Song,Pi's Lullaby,Life of Pi,No
2013,Song,Skyfall,Skyfall,Yes
2013,Song,Suddenly,Les Miserables,No
2013,Visual Effects,Life of Pi,NONE,Yes
2013,Visual Effects,Prometheus,NONE,No
2013,Visual Effects,Snow White and the Huntsman,NONE,No
2013,Visual Effects,The Avengers,NONE,No
2013,Visual Effects,The Hobbit An Unexpected Journey,NONE,No
2013,Z Filler Data,Z Filler Data,NONE,No
2013,Z Filler Data,Z Filler Data,NONE,No
2014,AA Filler Data,AA Filler Data,NONE,No
2014,Actor - Leading Role,Bruce Dern,Nebraska,No
2014,Actor - Leading Role,Chiwetel Ejiofor,12 Years a Slave,No
2014,Actor - Leading Role,Christian Bale,American Hustle,No
2014,Actor - Leading Role,Leonardo DiCaprio,The Wolf of Wall Street,No
2014,Actor - Leading Role,Matthew McConaughey,Dallas Buyers Club,Yes
2014,Actor - Supporting Role,Barkhad Abdi,Captain Phillips,No
2014,Actor - Supporting Role,Bradley Cooper,American Hustle,No
2014,Actor - Supporting Role,Jared Leto,Dallas Buyers Club,Yes
2014,Actor - Supporting Role,Jonah Hill,The Wolf of Wall Street,No
2014,Actor - Supporting Role,Michael Fassbender,12 Years a Slave,No
2014,Actress - Leading Role,Amy Adams,American Hustle,No
2014,Actress - Leading Role,Cate Blanchett,Blue Jasmine,Yes
2014,Actress - Leading Role,Judi Dench,Philomena,No
2014,Actress - Leading Role,Meryl Streep,August Osage County,No
2014,Actress - Leading Role,Sandra Bullock,Gravity,No
2014,Actress - Supporting Role,Jennifer Lawrence,American Hustle,No
2014,Actress - Supporting Role,Julia Roberts,August Osage County,No
2014,Actress - Supporting Role,June Squibb,Nebraska,No
2014,Actress - Supporting Role,Lupita Nyong'o,12 Years a Slave,Yes
2014,Actress - Supporting Role,Sally Hawkins,Blue Jasmine,No
2014,Animated Feature,Despicable Me 2,NONE,No
2014,Animated Feature,Ernest Celestine,NONE,No
2014,Animated Feature,Frozen,NONE,Yes
2014,Animated Feature,The Croods,NONE,No
2014,Animated Feature,The Wind Rises,NONE,No
