Year,Award,Name,Issuer
2009,Film Editing,Frost/Nixon,Las Vegas Critics
2009,Film Editing,Slumdog Millionaire,Boston Film Critics
2009,Foreign Language Film,4 Months 3 Weeks and 2 Days,New York Film Critics
2009,Foreign Language Film,Let the Right One In,Boston Film Critics
2009,Foreign Language Film,Let the Right One In,San Francisco Critics
2009,Foreign Language Film,Mongol The Rise of Ghengis Khan,Las Vegas Critics
2009,Foreign Language Film,Still Life,LA Film Critics
2009,Foreign Language Film,Walk the Line,Golden Globes
2009,Foreign Language Film,Waltz with Bashir,Critics Choice
2009,Production Design,Synecdoche New York,LA Film Critics
2009,Production Design,The Curious Case of Benjamin Button,DC Film Critics
2009,Production Design,The Curious Case of Benjamin Button,Las Vegas Critics
2009,Score,Defiance,Las Vegas Critics
2009,Score,Slumdog Millionaire,Golden Globes
2009,Score,Slumdog Millionaire,LA Film Critics
2009,Score,There Will Be Blood,Critics Choice
2009,Screenplay - Adapted,Frost/Nixon,Las Vegas Critics
2009,Screenplay - Adapted,Frost/Nixon,San Francisco Critics
2009,Screenplay - Adapted,Slumdog Millionaire,DC Film Critics
2009,Screenplay - Adapted,Slumdog Millionaire,Golden Globes
2009,Screenplay - Adapted,Slumdog Millionaire,Houston Critics
2009,Screenplay - Adapted,Slumdog Millionaire,Writers Guild
2009,Screenplay - Adapted,Slumdog Millionare,Critics Choice
2009,Screenplay - Original,Happy Go Lucky,LA Film Critics
2009,Screenplay - Original,Milk,Boston Film Critics
2009,Screenplay - Original,Milk,San Francisco Critics
2009,Screenplay - Original,Milk,Writers Guild
2009,Song,Another Way to Die,Las Vegas Critics
2009,Visual Effects,Iron Man,Las Vegas Critics
2009,Visual Effects,The Curious Case of Benjamin Button,Visual Effects Society
2009,Z Filler Data,Z Filler Data,Z Filler Data
2010,AA Filler Data,AA Filler Data,AA Filler Data
2010,Actor - Leading Role,Colin Firth,San Francisco Critics
2010,Actor - Leading Role,George Clooney,DC Film Critics
2010,Actor - Leading Role,George Clooney,Houston Critics
2010,Actor - Leading Role,George Clooney,New York Film Critics
2010,Actor - Leading Role,Jeff Bridges,Critics Choice
2010,Actor - Leading Role,Jeff Bridges,Golden Globes-Drama
2010,Actor - Leading Role,Jeff Bridges,LA Film Critics
2010,Actor - Leading Role,Jeff Bridges,Screen Actors Guild
2010,Actor - Leading Role,Jeremy Renner,Boston Film Critics
2010,Actor - Leading Role,Jeremy Renner,Las Vegas Critics
2010,Actor - Leading Role,Robert Downey Jr,Golden Globes-Musical or Comedy
2010,Actor - Supporting Role,Christian McKay,San Francisco Critics
2010,Actor - Supporting Role,Christoph Waltz,Boston Film Critics
2010,Actor - Supporting Role,Christoph Waltz,Critics Choice
2010,Actor - Supporting Role,Christoph Waltz,DC Film Critics
2010,Actor - Supporting Role,Christoph Waltz,Golden Globes
2010,Actor - Supporting Role,Christoph Waltz,Houston Critics
2010,Actor - Supporting Role,Christoph Waltz,LA Film Critics
2010,Actor - Supporting Role,Christoph Waltz,Las Vegas Critics
2010,Actor - Supporting Role,Christoph Waltz,New York Film Critics
2010,Actor - Supporting Role,Christoph Waltz,Screen Actors Guild
2010,Actress - Leading Role,Carey Mulligan,DC Film Critics
2010,Actress - Leading Role,Carey Mulligan,Houston Critics
2010,Actress - Leading Role,Gabourey Sidibe,Las Vegas Critics
2010,Actress - Leading Role,Meryl Streep,Boston Film Critics
2010,Actress - Leading Role,Meryl Streep,Critics Choice
2010,Actress - Leading Role,Meryl Streep,Golden Globes-Musical or Comedy
2010,Actress - Leading Role,Meryl Streep,New York Film Critics
2010,Actress - Leading Role,Meryl Streep,San Francisco Critics
2010,Actress - Leading Role,Sandra Bullock,Golden Globes-Drama
2010,Actress - Leading Role,Sandra Bullock,Screen Actors Guild
2010,Actress - Leading Role,Yolande Moreau,LA Film Critics
2010,Actress - Supporting Role,Anna Kendrick,Houston Critics
2010,Actress - Supporting Role,Mo'Nique,Boston Film Critics
2010,Actress - Supporting Role,Mo'Nique,Critics Choice
2010,Actress - Supporting Role,Mo'Nique,DC Film Critics
2010,Actress - Supporting Role,Mo'Nique,Golden Globes
2010,Actress - Supporting Role,Mo'Nique,LA Film Critics
2010,Actress - Supporting Role,Mo'Nique,Las Vegas Critics
2010,Actress - Supporting Role,Mo'Nique,New York Film Critics
2010,Actress - Supporting Role,Mo'Nique,San Francisco Critics
2010,Animated Feature,Coraline,San Francisco Critics
2010,Animated Feature,Fantastic Mr Fox,LA Film Critics
2010,Animated Feature,Fantastic Mr Fox,Las Vegas Critics
2010,Animated Feature,Fantastic Mr Fox,New York Film Critics
2010,Animated Feature,Up,Critics Choice
2010,Animated Feature,Up,Golden Globes
2010,Animated Feature,Up in the Air,DC Film Critics
2010,Best Picture,Avatar,Golden Globes-Drama
2010,Best Picture,The Hangover,Golden Globes-Musical or Comedy
2010,Best Picture,The Hurt Locker,Boston Film Critics
2010,Best Picture,The Hurt Locker,Critics Choice
2010,Best Picture,The Hurt Locker,Houston Critics
2010,Best Picture,The Hurt Locker,LA Film Critics
2010,Best Picture,The Hurt Locker,Las Vegas Critics
2010,Best Picture,The Hurt Locker,New York Film Critics
2010,Best Picture,The Hurt Locker,New York Film Critics
2010,Best Picture,The Hurt Locker,Producers Guild
2010,Best Picture,The Hurt Locker,San Francisco Critics
2010,Best Picture,Up in the Air,DC Film Critics
2010,Cinematography,Avatar,Critics Choice
2010,Cinematography,The Hurt Locker,Boston Film Critics
2010,Cinematography,The Hurt Locker,Houston Critics
2010,Cinematography,The Hurt Locker,Las Vegas Critics
2010,Cinematography,The White Ribbon,LA Film Critics
2010,Cinematography,The White Ribbon,New York Film Critics
2010,Costume Design,Inglorious Bastards,Las Vegas Critics
2010,Costume Design,The Young Victoria,Critics Choice
2010,Director,Avatar,Golden Globes
2010,Director,The Hurt Locker,Boston Film Critics
2010,Director,The Hurt Locker,Critics Choice
2010,Director,The Hurt Locker,DC Film Critics
2010,Director,The Hurt Locker,Directors Guild
2010,Director,The Hurt Locker,Houston Critics
2010,Director,The Hurt Locker,LA Film Critics
2010,Director,The Hurt Locker,Las Vegas Critics
2010,Director,The Hurt Locker,New York Film Critics
2010,Director,The Hurt Locker,San Francisco Critics
2010,Documentary,Anvill The Story of Anvil,Las Vegas Critics
2010,Documentary,Anvill The Story of Anvil,San Francisco Critics
2010,Documentary,Food Inc,DC Film Critics
2010,Documentary,Our Time and the City,New York Film Critics
2010,Documentary,The Cove,Critics Choice
2010,Documentary,The Cove,Directors Guild
2010,Documentary,The Cove,LA Film Critics
2010,Film Editing,Avatar,Critics Choice
2010,Film Editing,The Hurt Locker,Boston Film Critics
2010,Film Editing,The Hurt Locker,Las Vegas Critics
2010,Foreign Language Film,Broken Embrace,Critics Choice
2010,Foreign Language Film,Red Cliff,Las Vegas Critics
2010,Foreign Language Film,Summer Hours,Boston Film Critics
2010,Foreign Language Film,Summer Hours,LA Film Critics
2010,Foreign Language Film,Summer Hours,New York Film Critics
2010,Foreign Language Film,The White Ribbon,Golden Globes
2010,Foreign Language Film,You the Living,San Francisco Critics
2010,Makeup and Hairstyling,District 9,Critics Choice
2010,Production Design,Avatar,Critics Choice
2010,Production Design,Avatar,Las Vegas Critics
2010,Production Design,District 9,LA Film Critics
2010,Production Design,Nine,DC Film Critics
2010,Score,Crazy Heart,Boston Film Critics
2010,Score,Crazy Heart,LA Film Critics
2010,Score,Slumdog Millionare,Critics Choice
2010,Score,Star Trek,Las Vegas Critics
2010,Score,Up,Golden Globes
2010,Screenplay - Adapted,In the Loop,New York Film Critics
2010,Screenplay - Adapted,Up in the Air,Critics Choice
2010,Screenplay - Adapted,Up in the Air,DC Film Critics
2010,Screenplay - Adapted,Up in the Air,Golden Globes
2010,Screenplay - Adapted,Up in the Air,Houston Critics
2010,Screenplay - Adapted,Up in the Air,LA Film Critics
2010,Screenplay - Adapted,Up in the Air,Writers Guild
2010,Screenplay - Original,A Serious Man,Boston Film Critics
2010,Screenplay - Original,Fantastic Mr Fox,San Francisco Critics
2010,Screenplay - Original,Inglorious Bastards,Critics Choice
2010,Screenplay - Original,Inglorious Bastards,DC Film Critics
2010,Screenplay - Original,Inglorious Bastards,San Francisco Critics
2010,Screenplay - Original,The Hurt Locker,Writers Guild
2010,Song,The Weary Kind,Las Vegas Critics
2010,Visual Effects,Avatar,Critics Choice
2010,Visual Effects,Avatar,Visual Effects Society
2010,Visual Effects,Star Trek,Las Vegas Critics
2010,Z Filler Data,Z Filler Data,Z Filler Data
2011,AA Filler Data,AA Filler Data,AA Filler Data
2011,Actor - Leading Role,Colin Firth,Critics Choice
2011,Actor - Leading Role,Colin Firth,DC Film Critics
2011,Actor - Leading Role,Colin Firth,Golden Globes-Drama
2011,Actor - Leading Role,Colin Firth,LA Film Critics
2011,Actor - Leading Role,Colin Firth,New York Film Critics
2011,Actor - Leading Role,Colin Firth,San Francisco Critics
2011,Actor - Leading Role,Colin Firth,Screen Actors Guild
2011,Actor - Leading Role,James Franco,Las Vegas Critics
2011,Actor - Leading Role,Jesse Eisenberg,Boston Film Critics
2011,Actor - Leading Role,Jesse Eisenberg,Houston Critics
2011,Actor - Leading Role,Paul Giamatti,Golden Globes-Musical or Comedy
2011,Actor - Supporting Role,Christian Bale,Boston Film Critics
2011,Actor - Supporting Role,Christian Bale,Critics Choice
2011,Actor - Supporting Role,Christian Bale,DC Film Critics
2011,Actor - Supporting Role,Christian Bale,Golden Globes
2011,Actor - Supporting Role,Christian Bale,Houston Critics
2011,Actor - Supporting Role,Christian Bale,Las Vegas Critics
2011,Actor - Supporting Role,Christian Bale,Screen Actors Guild
2011,Actor - Supporting Role,John Hawkins,San Francisco Critics
2011,Actor - Supporting Role,Mark Ruffalo,New York Film Critics
2011,Actor - Supporting Role,Niels Arestrup,LA Film Critics
2011,Actress - Leading Role,Annette Bening,Golden Globes-Musical or Comedy
2011,Actress - Leading Role,Annette Bening,New York Film Critics
2011,Actress - Leading Role,Jennifer Lawrence,DC Film Critics
2011,Actress - Leading Role,Kim Hye ja,LA Film Critics
2011,Actress - Leading Role,Michelle Williams,San Francisco Critics
2011,Actress - Leading Role,Natalie Portman,Boston Film Critics
2011,Actress - Leading Role,Natalie Portman,Critics Choice
2011,Actress - Leading Role,Natalie Portman,Golden Globes-Drama
2011,Actress - Leading Role,Natalie Portman,Houston Critics
2011,Actress - Leading Role,Natalie Portman,Las Vegas Critics
2011,Actress - Leading Role,Natalie Portman,Screen Actors Guild
2011,Actress - Supporting Role,Amy Adams,Las Vegas Critics
2011,Actress - Supporting Role,Hailee Steinfield,Houston Critics
2011,Actress - Supporting Role,Jacki Weaver,LA Film Critics
2011,Actress - Supporting Role,Jacki Weaver,San Francisco Critics
2011,Actress - Supporting Role,Juliette Lewis,Boston Film Critics
2011,Actress - Supporting Role,Melissa Leo,Critics Choice
2011,Actress - Supporting Role,Melissa Leo,DC Film Critics
2011,Actress - Supporting Role,Melissa Leo,Golden Globes
2011,Actress - Supporting Role,Melissa Leo,New York Film Critics
2011,Animated Feature,The Illusionist,New York Film Critics
2011,Animated Feature,Toy Story 3,Critics Choice
2011,Animated Feature,Toy Story 3,DC Film Critics
2011,Animated Feature,Toy Story 3,Golden Globes
2011,Animated Feature,Toy Story 3,LA Film Critics
2011,Animated Feature,Toy Story 3,Las Vegas Critics
2011,Animated Feature,Toy Story 3,San Francisco Critics
2011,Best Picture,The Kids are All Right,Golden Globes-Musical or Comedy
2011,Best Picture,The King's Speech,Producers Guild
2011,Best Picture,The Social Network,Boston Film Critics
2011,Best Picture,The Social Network,Critics Choice
2011,Best Picture,The Social Network,DC Film Critics
2011,Best Picture,The Social Network,Golden Globes-Drama
2011,Best Picture,The Social Network,Houston Critics
2011,Best Picture,The Social Network,LA Film Critics
2011,Best Picture,The Social Network,Las Vegas Critics
2011,Best Picture,The Social Network,New York Film Critics
2011,Best Picture,The Social Network,New York Film Critics
2011,Best Picture,The Social Network,San Francisco Critics
2011,Cinematography,Black Swan,LA Film Critics
2011,Cinematography,Black Swan,New York Film Critics
2011,Cinematography,Inception,Critics Choice
2011,Cinematography,Inception,DC Film Critics
2011,Cinematography,Inception,Houston Critics
2011,Cinematography,Inception,Las Vegas Critics
2011,Cinematography,True Grit,Boston Film Critics
2011,Costume Design,Alice in Wonderland,Critics Choice
2011,Costume Design,Alice in Wonderland,Las Vegas Critics
2011,Director,Black Swan,San Francisco Critics
2011,Director,The King's Speech,Directors Guild
2011,Director,The Social Network,Boston Film Critics
2011,Director,The Social Network,Critics Choice
2011,Director,The Social Network,DC Film Critics
2011,Director,The Social Network,Golden Globes
2011,Director,The Social Network,Houston Critics
2011,Director,The Social Network,LA Film Critics
2011,Director,The Social Network,Las Vegas Critics
2011,Director,The Social Network,New York Film Critics
2011,Director,The Social Network,San Francisco Critics
2011,Documentary,Exit Through The Gift Shop,DC Film Critics
2011,Documentary,Inside Job,Directors Guild
2011,Documentary,Inside Job,New York Film Critics
2011,Documentary,Last Train Home,LA Film Critics
2011,Documentary,The Tillman Story,San Francisco Critics
2011,Documentary,Waiting for Superman,Critics Choice
2011,Documentary,Waiting for Superman,Las Vegas Critics
2011,Film Editing,Black Swan,Boston Film Critics
2011,Film Editing,Inception,Critics Choice
2011,Film Editing,Inception,Las Vegas Critics
2011,Foreign Language Film,Carlos,LA Film Critics
2011,Foreign Language Film,Carlos,New York Film Critics
2011,Foreign Language Film,In a Better World,Golden Globes
2011,Foreign Language Film,Mother,Boston Film Critics
2011,Foreign Language Film,Mother,San Francisco Critics
2011,Foreign Language Film,The Girl With the Dragon Tattoo,Critics Choice
2011,Foreign Language Film,The Girl With the Dragon Tattoo,Las Vegas Critics
2011,Makeup and Hairstyling,Alice in Wonderland,Critics Choice
2011,Production Design,Black Swan,Las Vegas Critics
2011,Production Design,Inception,Critics Choice
2011,Production Design,Inception,DC Film Critics
2011,Production Design,Inception,LA Film Critics
2011,Score,Inception,DC Film Critics
2011,Score,The Social Network,Boston Film Critics
2011,Score,The Social Network,Golden Globes
2011,Score,The Social Network,LA Film Critics
2011,Score,The Social Network,Las Vegas Critics
2011,Score,Up,Critics Choice
2011,Screenplay - Adapted,The Social Network,Boston Film Critics
2011,Screenplay - Adapted,The Social Network,Critics Choice
2011,Screenplay - Adapted,The Social Network,DC Film Critics
2011,Screenplay - Adapted,The Social Network,Golden Globes
2011,Screenplay - Adapted,The Social Network,Houston Critics
2011,Screenplay - Adapted,The Social Network,LA Film Critics
2011,Screenplay - Adapted,The Social Network,Las Vegas Critics
2011,Screenplay - Adapted,The Social Network,San Francisco Critics
2011,Screenplay - Adapted,The Social Network,Writers Guild
2011,Screenplay - Original,Inception,DC Film Critics
2011,Screenplay - Original,Inception,Writers Guild
2011,Screenplay - Original,The Kids are All Right,New York Film Critics
2011,Screenplay - Original,The King's Speech,Critics Choice
2011,Screenplay - Original,The King's Speech,San Francisco Critics
2011,Song,I See the Light,Las Vegas Critics
2011,Visual Effects,Inception,Critics Choice
2011,Visual Effects,Inception,Las Vegas Critics
2011,Visual Effects,Inception,Visual Effects Society
2011,Z Filler Data,Z Filler Data,Z Filler Data
2012,AA Filler Data,AA Filler Data,AA Filler Data
2012,Actor - Leading Role,Brad Pitt,Boston Film Critics
2012,Actor - Leading Role,Brad Pitt,New York Film Critics
2012,Actor - Leading Role,Gary Oldman,San Francisco Critics
2012,Actor - Leading Role,George Clooney,Critics Choice
2012,Actor - Leading Role,George Clooney,DC Film Critics
2012,Actor - Leading Role,George Clooney,Golden Globes-Drama
2012,Actor - Leading Role,Jean Dujardim,Golden Globes-Musical or Comedy
2012,Actor - Leading Role,Jean Dujardim,Las Vegas Critics
2012,Actor - Leading Role,Jean Dujardim,Screen Actors Guild
2012,Actor - Leading Role,Michael Fassbender,Houston Critics
2012,Actor - Leading Role,Michael Fassbender,LA Film Critics
2012,Actor - Supporting Role,Albert Brooks,Boston Film Critics
2012,Actor - Supporting Role,Albert Brooks,DC Film Critics
2012,Actor - Supporting Role,Albert Brooks,Houston Critics
2012,Actor - Supporting Role,Albert Brooks,Las Vegas Critics
2012,Actor - Supporting Role,Albert Brooks,New York Film Critics
2012,Actor - Supporting Role,Albert Brooks,San Francisco Critics
2012,Actor - Supporting Role,Christopher Plummer,Critics Choice
2012,Actor - Supporting Role,Christopher Plummer,Golden Globes
2012,Actor - Supporting Role,Christopher Plummer,LA Film Critics
2012,Actor - Supporting Role,Christopher Plummer,Screen Actors Guild
2012,Actress - Leading Role,Meryl Streep,Golden Globes-Drama
2012,Actress - Leading Role,Meryl Streep,New York Film Critics
2012,Actress - Leading Role,Michelle Williams,Boston Film Critics
2012,Actress - Leading Role,Michelle Williams,DC Film Critics
2012,Actress - Leading Role,Michelle Williams,Golden Globes-Musical or Comedy
2012,Actress - Leading Role,Michelle Williams,Las Vegas Critics
2012,Actress - Leading Role,Tilda Swinton,Houston Critics
2012,Actress - Leading Role,Tilda Swinton,San Francisco Critics
2012,Actress - Leading Role,Viola Davis,Critics Choice
2012,Actress - Leading Role,Viola Davis,Screen Actors Guild
2012,Actress - Leading Role,Yoon Jeon hee,LA Film Critics
2012,Actress - Supporting Role,Jessica Chastain,LA Film Critics
2012,Actress - Supporting Role,Jessica Chastain,New York Film Critics
2012,Actress - Supporting Role,Melissa McCarthy,Boston Film Critics
2012,Actress - Supporting Role,Melissa McCarthy,Las Vegas Critics
2012,Actress - Supporting Role,Octavia Spencer,Critics Choice
2012,Actress - Supporting Role,Octavia Spencer,DC Film Critics
2012,Actress - Supporting Role,Octavia Spencer,Golden Globes
2012,Actress - Supporting Role,Shailene Woodley,Houston Critics
2012,Actress - Supporting Role,Vanessa Redgrave,San Francisco Critics
2012,Animated Feature,Rango,Critics Choice
2012,Animated Feature,Rango,DC Film Critics
2012,Animated Feature,Rango,LA Film Critics
2012,Animated Feature,Rango,San Francisco Critics
2012,Animated Feature,The Adventures of Tintin,Golden Globes
2012,Best Picture,The Artist,Boston Film Critics
2012,Best Picture,The Artist,Critics Choice
2012,Best Picture,The Artist,DC Film Critics
2012,Best Picture,The Artist,Golden Globes-Musical or Comedy
2012,Best Picture,The Artist,Las Vegas Critics
2012,Best Picture,The Artist,New York Film Critics
2012,Best Picture,The Artist,New York Film Critics
2012,Best Picture,The Artist,Producers Guild
2012,Best Picture,The Descendants,Golden Globes-Drama
2012,Best Picture,The Descendants,Houston Critics
2012,Best Picture,The Descendants,LA Film Critics
2012,Best Picture,The Tree of Life,San Francisco Critics
2012,Cinematography,The Tree of Life,Boston Film Critics
2012,Cinematography,The Tree of Life,Critics Choice
2012,Cinematography,The Tree of Life,DC Film Critics
2012,Cinematography,The Tree of Life,Houston Critics
2012,Cinematography,The Tree of Life,LA Film Critics
2012,Cinematography,The Tree of Life,New York Film Critics
2012,Cinematography,War Horse,Critics Choice
2012,Costume Design,The Artist,Critics Choice
2012,Costume Design,The Artist,Las Vegas Critics
2012,Director,Drive,Houston Critics
2012,Director,Drive,Las Vegas Critics
2012,Director,Hugo,Boston Film Critics
2012,Director,Hugo,DC Film Critics
2012,Director,Hugo,Golden Globes
2012,Director,The Artist,Critics Choice
2012,Director,The Artist,Directors Guild
2012,Director,The Artist,New York Film Critics
2012,Director,The Tree of Life,LA Film Critics
2012,Director,The Tree of Life,San Francisco Critics
2012,Documentary,Cave of Forgotten Dreams,DC Film Critics
2012,Documentary,Cave of Forgotten Dreams,LA Film Critics
2012,Documentary,Cave of Forgotten Dreams,New York Film Critics
2012,Documentary,George Harrison Living in the Material World,Critics Choice
2012,Documentary,Project Nim,Directors Guild
2012,Documentary,Project Nim,Las Vegas Critics
2012,Documentary,Tabloid,San Francisco Critics
2012,Film Editing,The Clock,Boston Film Critics
2012,Film Editing,The Girl With the Dragon Tattoo,Critics Choice
2012,Foreign Language Film,13 Assassins,Las Vegas Critics
2012,Foreign Language Film,A Separation,Critics Choice
2012,Foreign Language Film,A Separation,Golden Globes
2012,Foreign Language Film,A Separation,New York Film Critics
2012,Foreign Language Film,Certified Copy,San Francisco Critics
2012,Foreign Language Film,City of Life and Death,LA Film Critics
2012,Foreign Language Film,Incendites,Boston Film Critics
2012,Makeup and Hairstyling,Harry Potter and the Deathly Hallows Part 2,Critics Choice
2012,Production Design,Hugo,Critics Choice
2012,Production Design,Hugo,DC Film Critics
2012,Production Design,Hugo,LA Film Critics
2012,Production Design,The Artist,Las Vegas Critics
2012,Score,Drive,Boston Film Critics
2012,Score,Hanna,LA Film Critics
2012,Score,The Artist,Boston Film Critics
2012,Score,The Artist,Critics Choice
2012,Score,The Artist,DC Film Critics
2012,Score,The Artist,Golden Globes
2012,Score,The Artist,Las Vegas Critics
2012,Screenplay - Adapted,A Separation,LA Film Critics
2012,Screenplay - Adapted,Moneyball,Boston Film Critics
2012,Screenplay - Adapted,Moneyball,Critics Choice
2012,Screenplay - Adapted,Moneyball,Las Vegas Critics
2012,Screenplay - Adapted,Moneyball,New York Film Critics
2012,Screenplay - Adapted,The Descendants,DC Film Critics
2012,Screenplay - Adapted,The Descendants,Houston Critics
2012,Screenplay - Adapted,The Descendants,Writers Guild
2012,Screenplay - Adapted,Tinker Tailor Soldier Spy,San Francisco Critics
2012,Screenplay - Original,50/50,DC Film Critics
2012,Screenplay - Original,Margin Call,San Francisco Critics
2012,Screenplay - Original,Midnight in Paris,Critics Choice
2012,Screenplay - Original,Midnight in Paris,Golden Globes
2012,Screenplay - Original,Midnight in Paris,Writers Guild
2012,Song,Man or Muppet,Las Vegas Critics
2012,Visual Effects,Rise of the Planet of the Apes,Critics Choice
2012,Visual Effects,Rise of the Planet of the Apes,Las Vegas Critics
2012,Visual Effects,Rise of the Planet of the Apes,Visual Effects Society
2012,Z Filler Data,Z Filler Data,Z Filler Data
2013,AA Filler Data,AA Filler Data,AA Filler Data
2013,Actor - Leading Role,Daniel Day Lewis,Boston Film Critics
2013,Actor - Leading Role,Daniel Day Lewis,Critics Choice
2013,Actor - Leading Role,Daniel Day Lewis,DC Film Critics
2013,Actor - Leading Role,Daniel Day Lewis,Golden Globes-Drama
2013,Actor - Leading Role,Daniel Day Lewis,Houston Critics
2013,Actor - Leading Role,Daniel Day Lewis,Las Vegas Critics
2013,Actor - Leading Role,Daniel Day Lewis,New York Film Critics
2013,Actor - Leading Role,Daniel Day Lewis,Screen Actors Guild
2013,Actor - Leading Role,Hugh Jackman,Golden Globes-Musical or Comedy
2013,Actor - Leading Role,Joaquin Phoenix,LA Film Critics
2013,Actor - Leading Role,Joaquin Phoenix,San Francisco Critics
2013,Actor - Supporting Role,Christoph Waltz,Golden Globes
2013,Actor - Supporting Role,Dwight Henry,LA Film Critics
2013,Actor - Supporting Role,Ezra Miller,Boston Film Critics
2013,Actor - Supporting Role,Matthew McConaughey,New York Film Critics
2013,Actor - Supporting Role,Phillip Seymour Hoffman,Critics Choice
2013,Actor - Supporting Role,Phillip Seymour Hoffman,DC Film Critics
2013,Actor - Supporting Role,Tommy Lee Jones,Houston Critics
2013,Actor - Supporting Role,Tommy Lee Jones,Las Vegas Critics
2013,Actor - Supporting Role,Tommy Lee Jones,San Francisco Critics
2013,Actor - Supporting Role,Tommy Lee Jones,Screen Actors Guild
2013,Actress - Leading Role,Emmanuelle Riva,Boston Film Critics
2013,Actress - Leading Role,Emmanuelle Riva,LA Film Critics
2013,Actress - Leading Role,Emmanuelle Riva,San Francisco Critics
2013,Actress - Leading Role,Jennifer Lawrence,Golden Globes-Musical or Comedy
2013,Actress - Leading Role,Jennifer Lawrence,Houston Critics
2013,Actress - Leading Role,Jennifer Lawrence,LA Film Critics
2013,Actress - Leading Role,Jennifer Lawrence,Las Vegas Critics
2013,Actress - Leading Role,Jennifer Lawrence,Screen Actors Guild
2013,Actress - Leading Role,Jessica Chastain,Critics Choice
2013,Actress - Leading Role,Jessica Chastain,DC Film Critics
2013,Actress - Leading Role,Jessica Chastain,Golden Globes-Drama
2013,Actress - Leading Role,Rachel Weisz,New York Film Critics
2013,Actress - Supporting Role,Amy Adams,LA Film Critics
2013,Actress - Supporting Role,Anne Hathaway,Critics Choice
2013,Actress - Supporting Role,Anne Hathaway,DC Film Critics
2013,Actress - Supporting Role,Anne Hathaway,Golden Globes
2013,Actress - Supporting Role,Anne Hathaway,Houston Critics
2013,Actress - Supporting Role,Anne Hathaway,Las Vegas Critics
2013,Actress - Supporting Role,Anne Hathaway,Screen Actors Guild
2013,Actress - Supporting Role,Helen Hunt,San Francisco Critics
2013,Actress - Supporting Role,Sally Field,Boston Film Critics
2013,Actress - Supporting Role,Sally Field,New York Film Critics
2013,Animated Feature,Brave,Golden Globes
2013,Animated Feature,Frankenweenie,Boston Film Critics
2013,Animated Feature,Frankenweenie,DC Film Critics
2013,Animated Feature,Frankenweenie,LA Film Critics
2013,Animated Feature,Frankenweenie,San Francisco Critics
2013,Animated Feature,ParaNorman,Las Vegas Critics
2013,Animated Feature,Wreck It Ralph,Critics Choice
2013,Animated Feature,Wreck It Ralph,Houston Critics
2013,Animated Feature,Wreck It Ralph,Producers Guild
2013,Best Picture,Argo,Critics Choice
2013,Best Picture,Argo,Golden Globes-Drama
2013,Best Picture,Argo,Houston Critics
2013,Best Picture,Argo,Producers Guild
2013,Best Picture,Armour,LA Film Critics
2013,Best Picture,Les Miserables,Golden Globes-Musical or Comedy
2013,Best Picture,Life of Pi,Las Vegas Critics
2013,Best Picture,The Master,San Francisco Critics
2013,Best Picture,Zero Dark Thirty,Boston Film Critics
2013,Best Picture,Zero Dark Thirty,DC Film Critics
2013,Best Picture,Zero Dark Thirty,New York Film Critics
2013,Cinematography,Life of Pi,Critics Choice
2013,Cinematography,Life of Pi,DC Film Critics
2013,Cinematography,Life of Pi,Las Vegas Critics
2013,Cinematography,Life of Pi,San Francisco Critics
2013,Cinematography,Skyfall,Houston Critics
2013,Cinematography,Skyfall,LA Film Critics
2013,Cinematography,The Master,Boston Film Critics
2013,Cinematography,Zero Dark Thirty,New York Film Critics
2013,Costume Design,Anna Karenina,Critics Choice
2013,Costume Design,Anna Karenina,Las Vegas Critics
2013,Director,Argo,Critics Choice
2013,Director,Argo,Golden Globes
2013,Director,Argo,Houston Critics
2013,Director,Armour,Directors Guild
2013,Director,Life of Pi,Las Vegas Critics
2013,Director,The Master,LA Film Critics
2013,Director,Zero Dark Thirty,Boston Film Critics
2013,Director,Zero Dark Thirty,DC Film Critics
2013,Director,Zero Dark Thirty,New York Film Critics
2013,Director,Zero Dark Thirty,San Francisco Critics
2013,Documentary,Bully,DC Film Critics
2013,Documentary,Bully,Las Vegas Critics
2013,Documentary,How to Survive a Plague,Boston Film Critics
2013,Documentary,Searching for Sugar Man,Directors Guild
2013,Documentary,Searching for Sugar Man,Houston Critics
2013,Documentary,The Gatekeepers,LA Film Critics
2013,Documentary,The Waiting Room,San Francisco Critics
2013,Film Editing,Argo,San Francisco Critics
2013,Film Editing,Zero Dark Thirty,Boston Film Critics
2013,Film Editing,Zero Dark Thirty,Critics Choice
2013,Film Editing,Zero Dark Thirty,LA Film Critics
2013,Film Editing,Zero Dark Thirty,Las Vegas Critics
2013,Foreign Language Film,Armour,Boston Film Critics
2013,Foreign Language Film,Armour,Critics Choice
2013,Foreign Language Film,Armour,DC Film Critics
2013,Foreign Language Film,Armour,Golden Globes
2013,Foreign Language Film,Armour,Las Vegas Critics
2013,Foreign Language Film,Armour,New York Film Critics
2013,Foreign Language Film,Armour,San Francisco Critics
2013,Foreign Language Film,Holy Motors,Houston Critics
2013,Foreign Language Film,Holy Motors,LA Film Critics
2013,Makeup and Hairstyling,Cloud Atlas,Critics Choice
2013,Production Design,Anna Karenina,Critics Choice
2013,Production Design,Cloud Atlas,DC Film Critics
2013,Production Design,Moonrise Kingdom,San Francisco Critics
2013,Production Design,Prometheus,Las Vegas Critics
2013,Production Design,The Master,LA Film Critics
